key_gvkey,gvkey,conm,cik,fyear,cmonth,cyear,datadate,indfmt,sich,consol,popsrc,datafmt,curcd,fyr,act,ap,aqc,aqs,acqsc,at,ceq,che,cogs,csho,dlc,dp,dpc,dt,dvpd,exchg,gdwl,ib,ibc,intan,invt,lct,lt,ni,capx,oancf,ivncf,fincf,oiadp,pi,ppent,ppegt,rectr,sale,seq,txt,xint,xsga,costat,mkvalt,prcc_f,recch,invch,apalch,txach,aoloch,gdwlip,spi,wdp,rcp
104543830,1045,AMERICAN AIRLINES GROUP INC,6201,2019,12,2019,12/31/2019,INDL,4512,C,D,STD,USD,12,8206,2062,0,NA,NA,59995,-118,3984,32027,428.203,4569,2318,2318,33444,NA,14,4091,1686,1686,6175,1851,18311,60113,1686,4268,3815,-2243,-1568,3706,2256,43732,62391,1750,45768,-118,570,1095,7717,A,12280.862,28.68,73,NA,327,0,-37,NA,-436,NA,-282
104544196,1045,AMERICAN AIRLINES GROUP INC,6201,2020,12,2020,12/31/2020,INDL,4512,C,D,STD,USD,12,11095,1196,0,NA,NA,62008,-6867,7473,22290,621.48,4448,2365,2370,41021,NA,14,4091,-8885,-8885,6120,1614,16569,68875,-8885,1958,-6543,-4342,10994,-11387,-11453,39738,56495,1342,17337,-6867,-2568,1227,4069,A,9800.7396,15.77,538,NA,-626,0,1314,NA,966,-1601,-1426
107543830,1075,PINNACLE WEST CAPITAL CORP,764622,2019,12,2019,12/31/2019,INDL,4911,C,D,STD,USD,12,1030.03,346.448,0,NA,NA,18479.247,5430.648,10.283,2208.32,112.436,927.388,590.929,664.14,NA,NA,11,0,538.32,557.813,290.564,345.92,2078.365,12926.059,538.32,1209.975,956.726,-1130.977,178.768,671.96,542.04,14377.787,21402.118,386.42,3471.209,5430.648,-15.773,235.251,NA,A,10111.3695,89.93,-3.784,-51.826,50.641,NA,-208.813,NA,39.823,NA,NA
107544196,1075,PINNACLE WEST CAPITAL CORP,764622,2020,12,2020,12/31/2020,INDL,4911,C,D,STD,USD,12,1198.319,318.585,0,NA,NA,20020.421,5633.503,59.968,2184.452,112.688,243.785,614.378,686.253,NA,NA,11,0,550.559,570.052,282.57,334.297,1360.433,14267.628,550.559,1345.114,966.365,-1277.818,361.138,788.152,648.225,15381.704,22882.235,425.991,3586.982,5633.503,78.173,247.501,NA,A,9009.4056,79.95,-22.223,11.623,-6.059,NA,-216.471,NA,41.986,NA,NA
107843830,1078,ABBOTT LABORATORIES,1800,2019,12,2019,12/31/2019,INDL,3845,C,D,STD,USD,12,15667,3252,170,NA,NA,67887,31088,4140,11949,1762.503,1683,3014,3014,18898,NA,11,23195,3687,3687,40220,4316,10863,36586,3687,1638,6136,-1815,-4289,5041,4077,8972,17733,5425,31904,31088,390,670,11900,A,153091.0106,86.86,-275,-593,NA,-545,82,NA,-587,NA,-215
107844196,1078,ABBOTT LABORATORIES,1800,2020,12,2020,12/31/2020,INDL,3845,C,D,STD,USD,12,20441,3946,42,NA,NA,72548,32784,7148,13496,1771.23,461,3327,3327,19677,NA,11,23744,4471,4471,38528,5012,11907,39545,4495,2177,7901,-2215,-2779,5785,4968,10130,19894,6414,34608,32784,497,546,12000,A,193931.9727,109.49,-924,-493,NA,-614,1139,NA,-467,-208,-123
116143830,1161,ADVANCED MICRO DEVICES,2488,2019,12,2019,12/31/2019,INDL,3674,C,D,STD,USD,12,4597,1201,0,NA,NA,6028,2827,1507,3721,1170,43,142,288,728,NA,14,289,341,341,499,982,2359,3201,341,217,493,-149,43,583,372,705,1473,1859,6731,2827,31,94,2285,A,53656.2,45.86,-623,-137,NA,0,218,NA,-188,NA,NA
116144196,1161,ADVANCED MICRO DEVICES,2488,2020,12,2020,12/31/2020,INDL,3674,C,D,STD,USD,12,6143,546,0,NA,NA,8962,5837,2290,5199,1211,41,217,368,572,NA,14,289,2490,2490,518,1399,2417,3125,2490,294,1071,-952,6,1383,1280,849,1761,2066,9763,5837,-1210,47,2964,A,111060.81,91.71,-209,-417,NA,0,-305,NA,-68,NA,NA
120943738,1209,AIR PRODUCTS & CHEMICALS INC,2969,2019,09,2019,9/30/2019,INDL,2810,C,D,STD,USD,9,4618.3,528.2,123.2,NA,NA,18942.8,11053.6,2414.7,4892.7,220.415,98.6,1082.8,1082.8,3267.8,NA,11,797.1,1760,1809.4,1216.6,388.3,1820.9,7554.5,1760,1989.7,2969.9,-2113.4,-1370.5,2120.5,2289.5,10337.6,22333.7,1324.5,8918.9,11053.6,480.1,150.5,822.9,A,48901.2719,221.86,105.4,-3,-41.8,NA,8.7,NA,-30.4,NA,-54.5
120944104,1209,AIR PRODUCTS & CHEMICALS INC,2969,2020,09,2020,9/30/2020,INDL,2810,C,D,STD,USD,9,8684.9,546.2,183.3,NA,NA,25168.5,12079.8,6357.9,4673.1,221.017,548.4,1185,1185,8306.6,NA,11,891.5,1901,1945.4,1327.3,404.8,2416.7,12725.4,1886.7,2509,3264.7,-3560,3284.7,2138.4,2423.8,12341.5,25553,1330.7,8856.3,12079.8,478.4,125.2,859.8,A,65832.1236,297.86,219.2,-5.2,-31.9,NA,-130.6,NA,33.8,NA,33.8
123043830,1230,ALASKA AIR GROUP INC,766421,2019,12,2019,12/31/2019,INDL,4512,C,D,STD,USD,12,2037,146,0,NA,NA,12993,4331,1521,6379,123,504,423,423,3207,NA,11,1943,769,769,2065,72,3201,8662,769,696,1722,-791,-813,1107,1016,8613,12099,NA,8781,4331,247,78,872,A,8333.25,67.75,43,NA,NA,0,314,NA,-44,NA,NA
123044196,1230,ALASKA AIR GROUP INC,766421,2020,12,2020,12/31/2020,INDL,4512,C,D,STD,USD,12,4006,108,0,NA,NA,14046,2988,3346,4342,124.218,1428,420,420,4690,NA,11,1943,-1324,-1324,2050,57,4293,11058,-1324,206,-234,-593,1981,-1704,-1840,7611,11142,NA,3566,2988,-516,98,508,A,6459.336,52,-160,NA,NA,0,259,NA,-97,-627,-220
130043830,1300,HONEYWELL INTERNATIONAL INC,773840,2019,12,2019,12/31/2019,INDL,9997,C,D,STD,USD,12,24303,5730,50,NA,NA,58679,18494,10416,22975,711.1,5063,1088,1088,13191,NA,14,15563,6143,6230,19297,4421,18098,39966,6143,839,6897,-533,-6600,7397,7559,5998,14386,7493,36709,18494,1329,357,5249,A,125864.7,177,11,-100,563,NA,-430,NA,-475,NA,-433
130044196,1300,HONEYWELL INTERNATIONAL INC,773840,2020,12,2020,12/31/2020,INDL,9997,C,D,STD,USD,12,28175,5750,261,NA,NA,64586,17549,15220,20859,696.8,6229,1002,1002,19615,NA,14,16058,4779,4865,19618,4489,19197,46789,4779,906,6208,-987,-81,6271,6012,6343,15110,6827,32637,17549,1147,359,4505,A,148209.36,212.7,669,-67,570,NA,191,NA,-1077,-509,-518
132743738,1327,SKYWORKS SOLUTIONS INC,4127,2019,09,2019,9/30/2019,INDL,3674,C,D,STD,USD,9,2234.6,190.5,0,NA,NA,4839.6,4122.3,1054.6,1353,170.1,0,371.6,371.6,0,NA,14,1189.8,853.6,853.6,1297.7,609.7,374,717.3,853.6,398.4,1367.4,-336.9,-912.5,1042.1,961,1205.6,2883.9,465.3,3376.8,4122.3,107.4,0,610.1,A,13480.425,79.25,190.5,-119.6,-33,0,16.6,NA,-92.6,NA,-7.3
132744104,1327,SKYWORKS SOLUTIONS INC,4127,2020,09,2020,9/30/2020,INDL,3674,C,D,STD,USD,9,2317.6,226.9,0,NA,NA,5106.7,4164.2,974.8,1372.2,165.6,28.2,364.3,364.3,178.9,NA,14,1189.8,814.8,814.8,1243.3,806,448.4,942.5,814.8,389.4,1204.5,-581.4,-907.7,924.7,891.7,1417.4,3347.8,393.6,3355.7,4164.2,76.9,0,694.5,A,24094.8,145.5,71.7,-190.4,61.1,0,-75.8,NA,-32.9,NA,-4
138043830,1380,HESS CORP,4447,2019,12,2019,12/31/2019,INDL,1311,C,D,STD,USD,12,3156,411,0,NA,NA,21782,8732,1545,3106,304.955,199,2139,2188,7932,NA,11,360,-408,-240,360,261,2510,12076,-408,2829,1642,-2843,52,637,221,17560,36648,1170,6495,8732,461,418,613,A,20374.0436,66.81,-383,-16,4,33,-216,NA,-139,NA,NA
138044196,1380,HESS CORP,4447,2020,12,2020,12/31/2020,INDL,1311,C,D,STD,USD,12,3081,200,0,NA,NA,18821,5366,1739,4363,306.98,91,2277,2317,9075,NA,11,360,-3093,-2839,360,378,1623,12486,-3093,2197,1333,-1707,568,-2471,-2850,14709,31157,860,4667,5366,-11,468,498,A,16205.4742,52.79,267,-117,-533,-69,-71,NA,-48,NA,-27
144043830,1440,AMERICAN ELECTRIC POWER CO,4904,2019,12,2019,12/31/2019,INDL,4911,C,D,STD,USD,12,4077.8,2085.8,918.4,NA,NA,75892.3,19632.2,635.3,10454.6,494.169,4728.7,2514.5,2740.1,NA,NA,14,52.5,1921.1,1919.8,52.5,1169.2,10299.1,55870.5,1921.1,6143.7,4270.1,-7144.5,2862.9,2592.3,1906.9,61095.5,80103.1,804,15561.4,19675.1,-12.9,1161.2,NA,A,46703.9122,94.51,247.8,-248.2,5.8,138.9,-479.5,NA,NA,NA,NA
144044196,1440,AMERICAN ELECTRIC POWER CO,4904,2020,12,2020,12/31/2020,INDL,4911,C,D,STD,USD,12,4351.5,1709.7,0,NA,NA,80757.2,20550.9,639.1,9248,496.604,4864.8,2682.8,2906.8,NA,NA,14,52.5,2200.1,2196.7,52.5,1310,9926.7,59937.5,2200.1,6316,3832.9,-6233.9,2406.7,2987.7,2237.2,64768,85179.4,791.2,14918.5,20596.1,40.5,1231.7,NA,A,41352.2151,83.27,-129.3,-142.9,-35.3,20.1,-903.8,NA,NA,NA,NA
144743830,1447,AMERICAN EXPRESS CO,4962,2019,12,2019,12/31/2019,INDL,6141,C,D,STD,USD,12,NA,85206,NA,NA,NA,198321,23071,30539,36250,810,22057,1188,1188,58618,NA,11,3315,6759,6759,3582,0,NA,175250,6759,1688,13632,-16707,-519,9582,8429,4834,11396,146418,47020,23071,1670,1028,NA,A,NA,124.49,NA,0,NA,NA,1403,NA,-125,NA,-125
144744196,1447,AMERICAN EXPRESS CO,4962,2020,12,2020,12/31/2020,INDL,6141,C,D,STD,USD,12,NA,95046,NA,0,NA,191367,22984,52668,31713,805,13707,1543,1543,44056,NA,11,3852,3135,3135,4117,0,NA,168383,3135,1479,5591,11632,-9068,4929,4296,5015,12555,114077,38185,22984,1161,508,NA,A,97332.55,120.91,NA,0,NA,NA,-3810,NA,-125,NA,-125
144943830,1449,AFLAC INC,4977,2019,12,2019,12/31/2019,INDL,6321,C,D,STD,USD,12,NA,6535,0,NA,NA,152768,28959,6401,17594,726.793,99,40,1282,6569,NA,11,0,3304,3304,0,0,NA,123809,3304,0,5455,-3171,-1713,4735,4445,581,1190,11617,22369,28959,1141,228,NA,A,NA,52.9,NA,0,NA,-244,2072,NA,0,NA,NA
144944196,1449,AFLAC INC,4977,2020,12,2020,12/31/2020,INDL,6321,C,D,STD,USD,12,NA,6151,0,NA,NA,165086,33559,7405,17639,692.454,25,36,1214,7899,NA,11,269,4778,4778,269,0,NA,131527,4778,0,5958,-4619,-1115,5040,4159,601,1257,12610,22715,33559,-619,242,NA,A,30793.4294,44.47,NA,0,NA,-1419,2075,NA,-71,NA,-43
148743830,1487,AMERICAN INTERNATIONAL GROUP,5272,2019,12,2019,12/31/2019,INDL,6331,C,D,STD,USD,12,NA,NA,0,NA,NA,525064,65190,26770,37687,869.999,3500,5006,5006,36083,NA,11,4038,3300,4121,5224,0,NA,457637,3348,0,-991,-5475,6379,6617,5287,2601,NA,NA,49310,65675,1166,1417,NA,A,44657.0487,51.33,NA,0,NA,0,-10066,NA,-65,NA,-218
148744196,1487,AMERICAN INTERNATIONAL GROUP,5272,2020,12,2020,12/31/2020,INDL,6331,C,D,STD,USD,12,NA,NA,0,0,NA,586481,65877,31987,36373,861.558,3600,4120,4120,38578,NA,11,4074,-5948,-5833,5016,0,NA,519282,-5944,0,1038,-6202,5058,2865,-7293,2746,NA,119103,43358,66362,-1460,1457,NA,A,32618.5859,37.86,NA,0,NA,0,-4216,NA,-9164,-210,-435
159843830,1598,AMETEK INC,1037868,2019,12,2019,12/31/2019,INDL,3823,C,D,STD,USD,12,2025.771,377.219,1061.945,NA,NA,9844.559,5115.492,393.03,3136.855,229.083,540.474,234.042,234.042,2560.336,NA,11,4047.539,861.297,861.297,6810.411,624.567,1425.858,4729.067,861.297,102.346,1114.422,-1150.925,72.913,1177.38,1069.748,728.587,1583.729,817.799,5158.557,5115.492,208.451,88.481,610.28,A,22848.7384,99.74,14.398,NA,NA,NA,-59.367,NA,0,NA,NA
159844196,1598,AMETEK INC,1037868,2020,12,2020,12/31/2020,INDL,3823,C,D,STD,USD,12,2522.47,360.37,116.509,NA,NA,10357.483,5949.346,1212.822,2697.512,230.519,177.232,255.275,255.275,2514.701,NA,11,4224.906,872.439,872.439,6848.625,559.171,1075.915,4408.137,872.439,74.199,1280.98,61.63,-539.436,1071.812,1082.309,693.763,1622.192,666.443,4540.029,5949.346,209.87,86.062,515.43,A,27878.9679,120.94,163.471,NA,NA,NA,104.895,NA,97.092,NA,-43.928
160243830,1602,AMGEN INC,318154,2019,12,2019,12/31/2019,INDL,2836,C,D,STD,USD,12,18440,1371,13617,NA,NA,59707,9673,8911,2321,591.4,3093,2035,NA,30431,NA,14,14703,7842,7842,34116,3584,12835,50034,7842,618,9150,5709,-15767,9721,9138,5397,13754,4057,23362,9673,1296,1289,9285,A,142568.798,241.07,-504,-66,164,NA,-325,NA,-47,NA,-47
160244196,1602,AMGEN INC,318154,2020,12,2020,12/31/2020,INDL,2836,C,D,STD,USD,12,21144,1421,0,0,NA,62948,9409,10647,2719,578.3,244,3440,NA,33445,NA,14,14689,7264,7264,31276,3893,11653,53539,7264,608,10497,-5401,-4867,9136,8133,5297,14274,4525,25424,9409,869,1262,10129,A,132962.736,229.92,-427,-215,45,NA,381,NA,3,NA,3
163243769,1632,ANALOG DEVICES,6281,2019,10,2019,10/31/2019,INDL,3674,C,D,STD,USD,10,1985.126,225.27,11.17,NA,NA,21392.641,11709.188,648.322,1595.105,368.302,299.667,811.251,811.251,5491.919,NA,14,12256.88,1363.011,1363.011,16474.104,609.886,1508.632,9683.453,1363.011,275.372,2253.1,-293.186,-2126.794,1806.267,1485.728,1219.989,3811.257,635.136,5991.065,11709.188,122.717,229.075,1778.442,A,39272.0423,106.63,5.89,-42.771,-6.371,74.993,-67.024,NA,-95.659,NA,-95.659
163244135,1632,ANALOG DEVICES,6281,2020,10,2020,10/31/2020,INDL,3674,C,D,STD,USD,10,2517.688,227.273,14.196,NA,NA,21468.603,11997.945,1055.86,1531.11,369.485,39.923,810.923,810.923,5473.517,NA,14,12278.425,1220.761,1220.761,15928.705,608.26,1364.986,9470.658,1220.761,165.692,2008.487,-180.523,-1420.608,1610.679,1311.617,1377.186,4142.281,737.536,5603.056,11997.945,90.856,193.305,1650.344,A,43795.0571,118.53,-101.626,1.76,103.104,29.441,-136.864,NA,-112.435,NA,-52.337
167843830,1678,APA CORP,1841666,2019,12,2019,12/31/2019,INDL,1311,C,D,STD,USD,12,1961,695,0,NA,NA,18107,3255,247,4760,376.063,180,3555,3463,8932,NA,14,87,-3553,-3682,87,502,1855,13087,-3553,2961,2867,-3446,112,-2627,-3008,14158,43145,1062,6280,3255,674,437,592,A,9623.4522,25.59,133,-41,-89,NA,-6,NA,-125,NA,-50
167844196,1678,APA CORP,1841666,2020,12,2020,12/31/2020,INDL,1311,C,D,STD,USD,12,1846,444,0,NA,NA,12746,-1639,262,6282,377.482,118,1982,2092,9033,NA,14,0,-4860,-4904,0,492,1308,12783,-4860,1302,1388,-1466,93,-4515,-4840,8819,43629,908,4212,-1639,64,446,463,A,5356.4696,14.19,149,19,-330,NA,-24,-87,6,-13,-54
169043738,1690,APPLE INC,320193,2019,09,2019,9/30/2019,INDL,3663,C,D,STD,USD,9,162819,46236,624,NA,NA,338516,90488,100580,149235,4443.236,16240,12547,12547,102067,NA,14,NA,55256,55256,NA,4106,105718,248028,55256,10495,69391,45896,-90976,63930,65737,37378,95957,22926,260174,90488,10481,3576,34462,A,995151.5669,223.97,3176,-289,-1923,NA,-4452,NA,0,NA,NA
169044104,1690,APPLE INC,320193,2020,09,2020,9/30/2020,INDL,3663,C,D,STD,USD,9,143713,42296,1524,NA,NA,323888,65339,90979,158503,16976.763,15229,11056,11056,117282,NA,14,NA,57411,57411,NA,4061,105392,258549,57411,7309,80674,-4289,-86820,66288,67091,45336,112096,16120,274515,65339,9680,2873,38668,A,1966078.923,115.81,8470,-127,-4062,NA,1409,NA,0,NA,NA
170443769,1704,APPLIED MATERIALS INC,6951,2019,10,2019,10/31/2019,INDL,3559,C,D,STD,USD,10,10206,958,28,NA,NA,19024,8214,3618,7859,916,600,363,363,5313,NA,14,3399,2706,2706,3555,3474,4447,10810,2706,441,3247,-443,-3115,3372,3269,1529,4071,2641,14608,8214,563,237,3014,A,49702.16,54.26,-207,248,-247,44,47,NA,-22,NA,NA
170444135,1704,APPLIED MATERIALS INC,6951,2020,10,2020,10/31/2020,INDL,3559,C,D,STD,USD,10,13369,1124,107,NA,NA,22353,10578,5738,9130,914,64,376,376,5707,NA,14,3466,3619,3619,3619,3904,4459,11775,3619,422,3804,-130,-1337,4475,4166,1856,4632,3111,17202,10578,547,207,3221,A,54136.22,59.23,-427,-421,327,-10,-107,NA,-143,NA,NA
172243830,1722,ARCHER-DANIELS-MIDLAND CO,7084,2019,12,2019,12/31/2019,INDL,2070,C,D,STD,USD,12,21347,9052,1946,NA,NA,43997,19208,5310,59517,557,1424,992,993,8675,NA,11,3385,1379,1379,5476,9170,13734,24714,1379,828,-5452,5259,-660,1671,1588,11077,26970,3717,64656,19208,209,463,2476,A,25816.95,46.35,287,-21,NA,NA,-8004,-11,-274,NA,-159
172244196,1722,ARCHER-DANIELS-MIDLAND CO,7084,2020,12,2020,12/31/2020,INDL,2070,C,D,STD,USD,12,27286,11172,15,NA,NA,49719,20000,6556,59017,556,2305,976,976,9011,NA,11,3451,1772,1782,5413,11713,18182,29623,1772,823,-2386,4465,-423,1683,1883,11053,27441,3985,64355,20000,101,353,2679,A,28027.96,50.41,-149,-2426,NA,NA,-2940,NA,-350,NA,-16
187843861,1878,AUTODESK INC,769397,2019,01,2020,1/31/2020,INDL,7370,C,D,STD,USD,1,2659.3,83.7,0,NA,NA,6179.3,-139.1,1843.7,238.6,219.4,497.8,124.7,127.3,2544.6,NA,14,2445,214.5,214.5,2652.1,0,3219.2,6318.4,214.5,53.2,1415.1,-57.3,-466.8,366.8,294.8,600.5,1015.5,652.3,3274.3,-139.1,80.3,NA,2544.2,A,43188.89,196.85,-178.5,0,-90.8,6.1,975.2,NA,-23.8,NA,-0.5
187844227,1878,AUTODESK INC,769397,2020,01,2021,1/31/2021,INDL,7370,C,D,STD,USD,1,2699.2,122.5,246.2,NA,NA,7279.8,965.5,1857.2,252.6,219.6,71.4,121.3,123.8,2104.6,NA,14,2706.5,1208.2,1208.2,2905.8,0,3254.7,6314.3,1208.2,91.1,1437.2,-403.9,-1046.8,650.6,546.7,609.5,1052.2,643.1,3790.4,965.5,-661.5,NA,2765.9,A,60923.628,277.43,12.6,0,129.6,16.4,288,NA,-21.5,-6.9,NA
189143646,1891,AUTOMATIC DATA PROCESSING,8670,2019,06,2019,6/30/2019,INDL,7374,C,D,STD,USD,6,34342.3,125.5,125.5,NA,NA,41887.7,5399.9,1959.7,7677.6,434.2,264.5,409,1283,2004.7,NA,14,2323,2292.8,2292.8,3394.5,0,32627.7,36487.8,2292.8,162,2688.3,-2197.7,-207.7,3080.8,3005.6,764.2,2181.8,2439.3,14175.2,5399.9,712.8,129.9,3007.8,A,71786.286,165.33,-473.9,0,NA,NA,-731.9,NA,-88.7,-12.1,-138.3
189144012,1891,AUTOMATIC DATA PROCESSING,8670,2020,06,2020,6/30/2020,INDL,7374,C,D,STD,USD,6,31564.1,102,0,NA,NA,39165.5,5752.2,1908.5,7914.7,429.9,1110.9,480,1395,2444.5,NA,14,2309.4,2466.5,2466.5,3525.2,0,30126.6,33413.3,2466.5,172.7,3026.2,3156.3,-5890.6,3293.2,3182.6,1197.6,2722.4,2441.3,14589.8,5752.2,716.1,107.1,2901.9,A,64007.811,148.89,-113.8,0,NA,NA,-1006.2,NA,-176.1,NA,-77.4
191343830,1913,AVERY DENNISON CORP,8818,2019,12,2019,12/31/2019,INDL,2670,C,D,STD,USD,12,2340.6,1066.1,NA,NA,NA,5488.8,1204,305.2,4991.4,83.367,481.6,174.6,179,1909.1,NA,11,930.8,303.6,303.6,1210.1,663,2253.8,4284.8,303.6,219.4,746.5,-251,-470.3,823.7,246.9,1348.8,3309.7,1212.2,7070.1,1204,-56.7,81.1,1080.4,A,10906.0709,130.82,-42.2,-18.1,46.4,NA,-70.9,NA,-56.4,NA,-50.4
191344196,1913,AVERY DENNISON CORP,8818,2020,12,2020,12/31/2020,INDL,2670,C,D,STD,USD,12,2416.2,1050.9,NA,NA,NA,6083.9,1484.9,297.7,4845.1,83.151,109,203.1,205.3,2218,NA,11,1136.4,555.9,555.9,1497.7,717.2,1926,4599,555.9,201.4,751.3,-554.2,-207.7,862.8,733.6,1505,3637.6,1235.2,6971.5,1484.9,177.7,73.9,1060.5,A,12897.5516,155.11,14.7,-6,-68.2,NA,-93.1,NA,-54.1,NA,-55.3
198843830,1988,BALL CORP,9389,2019,12,2019,12/31/2019,INDL,3411,C,D,STD,USD,12,4884,3136,0,NA,NA,17360,2949,1806,9203,324.635,1538,678,678,8030,NA,11,4419,566,536,6421,1274,5577,14341,566,598,1548,-422,-46,1176,607,4709,7772,1186,11474,2949,71,317,417,A,20994.1455,64.67,49,-45,71,0,161,NA,-243,-64,-174
198844196,1988,BALL CORP,9389,2020,12,2020,12/31/2020,INDL,3411,C,D,STD,USD,12,4675,3430,69,NA,NA,18252,3275,1381,9323,327.586,80,668,668,8081,NA,11,4484,585,582,6367,1353,4444,14915,585,1113,1432,-1181,-602,1265,681,5653,9215,1344,11781,3275,99,275,525,A,30524.4635,93.18,-135,-64,150,0,-57,-62,-183,11,-74
201943830,2019,BANK OF NEW YORK MELLON CORP,1390777,2019,12,2019,12/31/2019,INDL,6020,C,D,STD,USD,12,NA,259466,0,NA,NA,381508,37941,144865,4335,900.683,19959,1315,1315,NA,NA,11,17386,4441,4467,22083,3,NA,339780,4441,1210,96,-10548,9459,7730,5587,3625,NA,NA,20007,41483,1120,NA,6627,A,45331.3754,50.33,NA,0,NA,NA,-5539,NA,815,NA,NA
201944196,2019,BANK OF NEW YORK MELLON CORP,1390777,2020,12,2020,12/31/2020,INDL,6020,C,D,STD,USD,12,NA,341545,0,NA,NA,469633,41260,196234,1468,886.764,16502,1630,1630,NA,NA,11,17496,3617,3626,22392,1,NA,423513,3617,1222,5038,-78455,75508,7295,4468,3602,NA,NA,16940,45801,842,NA,6547,A,37634.2642,42.44,NA,0,NA,NA,-294,NA,0,NA,NA
208643830,2086,BAXTER INTERNATIONAL INC,10456,2019,12,2019,12/31/2019,INDL,2834,C,D,STD,USD,12,7503,892,NA,NA,NA,18193,7882,3335,5657,506.155,642,789,789,5735,NA,11,3030,1001,1011,4501,1653,3230,10281,1001,696,2104,-1100,498,1937,970,5120,11268,NA,11362,7882,-41,120,2979,A,42324.6811,83.62,-65,4,-212,NA,-152,NA,-920,-31,-184
208644196,2086,BAXTER INTERNATIONAL INC,10456,2020,12,2020,12/31/2020,INDL,2834,C,D,STD,USD,12,8411,1043,NA,NA,94,20019,8689,3736,6120,504.915,517,823,823,6804,NA,11,3217,1102,1110,4888,1916,3333,11293,1102,709,1868,-1179,-345,1856,1292,5325,11874,NA,11673,8689,182,162,2874,A,40514.3796,80.24,-126,-162,143,NA,-127,NA,-393,-17,-117
211143738,2111,BECTON DICKINSON & CO,10795,2019,09,2019,9/30/2019,INDL,3841,C,D,STD,USD,9,6664,1092,0,NA,NA,51765,21079,620,6872,270.427,1309,2130,2253,19380,NA,11,23376,1233,1233,38354,2579,5655,30684,1233,957,3330,-741,-3223,2894,1176,5659,11128,2346,17290,21081,-57,683,5394,A,68407.2139,252.96,-51,-148,NA,NA,-171,NA,-1157,NA,-180
211144104,2111,BECTON DICKINSON & CO,10795,2020,09,2020,9/30/2020,INDL,3841,C,D,STD,USD,9,8969,1355,164,NA,NA,54012,23763,2937,7242,290.017,812,2030,2154,18367,NA,11,23620,874,874,37433,2743,5836,30247,874,810,3539,-1232,22,2424,985,6341,12337,2398,17117,23765,111,571,5421,A,67481.1556,232.68,-48,-125,NA,NA,285,NA,-949,NA,-95
213643830,2136,VERIZON COMMUNICATIONS INC,732712,2019,12,2019,12/31/2019,INDL,4812,C,D,STD,USD,12,37473,7725,29,NA,NA,291727,61395,3815,54726,4135.828,14038,16682,16682,133143,NA,11,24389,19265,19788,128946,1422,44868,228892,19265,17939,35746,-17581,-18164,30303,22733,114609,288428,26277,131868,61395,2945,5386,30157,A,253939.8392,61.4,-1448,-76,NA,NA,-5166,-186,-3579,-50,NA
213644196,2136,VERIZON COMMUNICATIONS INC,732712,2020,12,2020,12/31/2020,INDL,4812,C,D,STD,USD,12,54594,6667,520,NA,NA,316481,67842,23366,51201,4138.13,9374,16720,16720,150547,NA,11,24773,17801,18348,130283,1796,39660,247209,17801,18192,41768,-23512,1325,28924,23967,117364,302268,24650,128292,67842,5619,4829,31447,A,243115.1375,58.75,747,-369,NA,NA,236,NA,-221,NA,NA
217643830,2176,BERKSHIRE HATHAWAY,1067983,2019,12,2019,12/31/2019,INDL,9997,C,D,STD,USD,12,NA,36437,1683,NA,NA,817729,424791,135215,211678,2437.437,10420,10064,10064,104564,NA,11,81882,81417,81792,113528,19852,NA,389166,81417,15979,38687,-5621,730,105481,102696,180282,248841,48647,327223,424791,20904,3961,NA,A,NA,226.5,-2303,NA,NA,NA,21511,NA,0,NA,NA
217644196,2176,BERKSHIRE HATHAWAY,1067983,2020,12,2020,12/31/2020,INDL,9997,C,D,STD,USD,12,NA,39034,2532,NA,NA,873729,443164,149144,205644,2315.94,9398,10596,10596,119016,NA,11,73734,42521,43253,104418,19208,NA,422393,42521,13012,39773,-37757,-18344,70016,55693,192596,269509,51978,286256,443164,12440,4083,NA,A,537027.3304,231.87,-1609,NA,NA,NA,17175,-10671,-10966,NA,-295
218443861,2184,BEST BUY CO INC,764478,2019,01,2020,1/31/2020,INDL,5731,C,D,STD,USD,1,8857,5288,145,NA,NA,15591,3479,2355,32850,256.494,674,812,812,4069,NA,11,984,1541,1541,1365,5174,8060,12112,1541,743,2565,-895,-1498,2053,1993,5037,11937,1149,43638,3479,452,64,7923,A,21722.4769,84.69,-131,237,47,-132,-84,NA,-44,NA,-41
218444227,2184,BEST BUY CO INC,764478,2020,01,2021,1/31/2021,INDL,5731,C,D,STD,USD,1,12540,6979,0,NA,NA,19067,4587,5625,35928,257,817,839,839,3972,NA,11,986,1798,1798,1287,5612,10521,14480,1798,713,4927,-788,-876,2606,2377,4872,11868,1061,47262,4587,579,52,7889,A,27966.74,108.82,73,-435,1676,173,447,NA,-215,NA,-277
226943951,2269,BLOCK H & R INC,12659,2019,04,2020,4/30/2020,INDL,7200,C,D,STD,USD,4,3086.736,203.103,450.242,35.119,36.7,5112.047,71.041,2884.22,1542.74,192.475,844.921,169.536,169.536,4003.36,NA,11,712.138,6.156,6.156,1127.114,0,1575.616,5041.006,-7.526,81.685,108.961,-470.231,1531.848,183.083,-3.374,679.155,1475.347,117.861,2639.72,71.041,-9.53,96.094,744.361,A,3204.7088,16.65,-66.896,0,-124.019,NA,-64.5,-106,-106,NA,NA
