key_gvkey,gvkey,conm,cik,fyear,cmonth,cyear,datadate,indfmt,sich,consol,popsrc,datafmt,curcd,fyr,act,ap,aqc,aqs,acqsc,at,ceq,che,cogs,csho,dlc,dp,dpc,dt,dvpd,exchg,gdwl,ib,ibc,intan,invt,lct,lt,ni,capx,oancf,ivncf,fincf,oiadp,pi,ppent,ppegt,rectr,sale,seq,txt,xint,xsga,costat,mkvalt,prcc_f,recch,invch,apalch,txach,aoloch,gdwlip,spi,wdp,rcp
483943830,4839,FORD MOTOR CO,37996,2019,12,2019,12/31/2019,INDL,3711,C,D,STD,USD,12,114047,20673,0,NA,NA,258537,33185,34651,127835,3964.93,54313,9689,9689,142689,NA,11,278,47,84,466,10786,98132,225307,47,7632,17639,-13721,-3129,5767,-640,67114,103902,62888,155900,33185,-724,5409,12609,A,36873.849,9.3,NA,206,NA,0,5998,NA,-3404,NA,-3192
483944196,4839,FORD MOTOR CO,37996,2020,12,2020,12/31/2020,INDL,3711,C,D,STD,USD,12,116744,22204,0,NA,NA,267261,30690,49961,107012,3978.695,51666,8751,8751,150956,NA,11,258,-1279,-1276,402,10808,97192,236450,-1279,5742,24269,-18615,2315,-782,-1116,66321,105008,52394,127144,30690,160,5051,12163,A,34972.7291,8.79,12104,148,NA,0,6746,NA,1733,-540,-3368
488543738,4885,FRANKLIN RESOURCES INC,38777,2019,09,2019,9/30/2019,INDL,6282,C,D,STD,USD,9,NA,304.4,684.2,NA,NA,14532.2,9906.5,5957.6,4087.2,499.303,23.5,97.9,179.2,747.7,NA,11,2130.3,1195.7,1205.5,2994.5,44.2,NA,3161.3,1195.7,233.7,201.6,-1077.1,-40.5,1589.4,1647.8,683.7,1716,839,5774.5,9906.5,442.3,24.7,NA,A,14409.8846,28.86,NA,NA,NA,-210.1,352.6,-9.3,-32,NA,NA
488544104,4885,FRANKLIN RESOURCES INC,38777,2020,09,2020,9/30/2020,INDL,6282,C,D,STD,USD,9,NA,793.8,3821.4,NA,475.7,20220.9,10114.5,3957.5,4007,495.117,76.4,149.2,208.8,4971.5,NA,11,4500.8,798.9,787.1,9415,NA,NA,8705.2,798.9,103.7,1021.4,-3243.1,194.2,1410.3,1017.9,1348.6,2445.4,1200.6,5566.5,10114.5,230.8,33.4,NA,A,10075.631,20.35,NA,NA,NA,-123,616,-53.7,-361.4,-18.4,NA
497343830,4973,ARTHUR J GALLAGHER & CO,354190,2019,12,2019,12/31/2019,INDL,6411,C,D,STD,USD,12,9117.5,6348.5,1266.8,257.6,274.2,19634.8,5155.5,2623.9,5818.8,188.122,877,474.4,474.4,4863.4,NA,11,5618.5,668.8,715.8,7937.2,0,8921,14419.3,668.8,138.8,1119.2,-1376.6,638.4,901.8,626.1,860.9,1452.8,5419.2,7195,5155.5,-89.7,179.8,NA,A,17914.8581,95.23,-434.7,0,538.6,35.5,-54.3,-7.2,-95.9,NA,-52.7
497344196,4973,ARTHUR J GALLAGHER & CO,354190,2020,12,2020,12/31/2020,INDL,6411,C,D,STD,USD,12,11124.2,7784.6,324.3,-37.8,52.7,22331.4,6186.2,3574.3,5278.3,193.651,367.4,510.7,562.4,4750.7,NA,11,6127,818.8,858.1,8526.9,0,10135,16098.7,818.8,99.3,1752.5,-416.8,-505.1,1214.6,870.9,824.6,1553.5,6436,7003.6,6186.2,12.8,196.4,NA,A,23956.5652,123.71,-796.5,0,1246,51.8,-30,NA,-147.3,-51.7,-51.8
499043861,4990,GAP INC,39911,2019,01,2020,1/31/2020,INDL,5651,C,D,STD,USD,1,4516,1174,69,NA,NA,13679,3316,1654,9673,371,920,554,557,7677,NA,11,109,351,351,230,2156,3209,10363,351,1045,1411,-894,-560,1041,528,8524,14363,316,16383,3316,177,83,5115,A,6459.11,17.41,NA,4,NA,NA,306,NA,-467,-296,-61
499044227,4990,GAP INC,39911,2020,01,2021,1/31/2021,INDL,5651,C,D,STD,USD,1,6008,1743,0,NA,NA,13769,2614,2402,8588,374,831,507,519,7664,NA,11,109,-665,-665,170,2451,3884,11155,-665,392,237,-510,895,-461,-1102,7058,12666,363,13800,2614,-437,201,5166,A,7573.5,20.25,NA,-305,564,NA,-431,-31,-459,-526,NA
504643830,5046,GENERAL DYNAMICS CORP,40533,2019,12,2019,12/31/2019,INDL,3721,C,D,STD,USD,12,19780,3162,19,NA,NA,48841,13577,902,31548,289.61,3239,743,829,13787,NA,11,19677,3484,3484,21992,6306,16801,35264,3484,987,2930,-994,-1997,4648,4202,6298,11584,11401,39350,13577,718,472,2411,A,51072.7235,176.35,-1127,-376,6,NA,-97,NA,0,NA,NA
504644196,5046,GENERAL DYNAMICS CORP,40533,2020,12,2020,12/31/2020,INDL,3721,C,D,STD,USD,12,21543,2952,203,NA,NA,51308,15661,2824,30816,286.478,3333,784,878,14732,NA,11,20053,3167,3167,22170,5745,15964,35647,3167,967,3799,-974,-903,4133,3738,6761,12375,11185,37925,15661,571,489,2192,A,42633.656,148.82,255,502,-215,NA,-499,NA,NA,NA,NA
504743830,5047,GENERAL ELECTRIC CO,40545,2019,12,2019,12/31/2019,INDL,9997,C,D,STD,USD,12,NA,50221,68,NA,NA,266048,28310,36921,67328,8738.434,23641,5595,5595,89437,NA,11,26734,416,423,37387,14104,NA,235748,-4979,5813,8772,8939,-16133,8799,1149,46186,78083,20620,95214,28316,726,3972,13492,A,97520.9234,11.16,-2851,-1109,2977,0,1435,-1486,-3052,NA,-1315
504744196,5047,GENERAL ELECTRIC CO,40545,2020,12,2020,12/31/2020,INDL,9997,C,D,STD,USD,12,88412,16476,85,NA,NA,253452,35546,43949,55687,8765.493,4778,6018,6018,70288,NA,11,25524,5830,5672,35298,15890,56069,215891,5705,3252,3597,16642,-19853,3358,5197,44662,75927,19325,79619,35552,-475,2972,14556,A,94667.3244,10.8,-1319,1105,-575,0,1415,-1717,8342,-858,-1254
507143982,5071,GENERAL MILLS INC,40704,2019,05,2020,5/31/2020,INDL,2040,C,D,STD,USD,5,5121.3,3247.7,0,NA,NA,30806.7,8058.5,1677.8,10855.4,609.8,2712.5,594.7,594.7,13639.5,NA,11,13923.2,2181.2,2210.8,21019,1426.3,7491.5,21912.6,2181.2,460.8,3676.2,-486.2,-1941.5,3024.9,2691.3,3945.8,10320,1615.1,17626.6,8058.5,480.5,475.1,3151.6,A,38441.792,63.04,37.9,103.1,392.5,NA,260.4,NA,-71,NA,-51.7
507343830,5073,GENERAL MOTORS CO,1467858,2019,12,2019,12/31/2019,INDL,3711,C,D,STD,USD,12,74992,21018,NA,0,NA,228037,41792,26595,106389,1400,37639,12787,14118,66934,NA,11,1859,6732,6667,5337,10398,84905,182080,6732,23996,15021,-10899,-4677,9570,7436,81905,121593,33398,137237,41792,769,4423,8491,A,51240,36.6,100,-761,NA,213,-3341,NA,-612,NA,-1808
507344196,5073,GENERAL MOTORS CO,1467858,2020,12,2020,12/31/2020,INDL,3711,C,D,STD,USD,12,80924,19928,NA,0,NA,235194,45030,31619,92431,1400,37122,12676,12815,73950,NA,11,1910,6427,6321,5230,10235,79910,185517,6427,20533,16670,-21826,5552,10309,8095,78451,116455,34244,122485,45030,1774,4121,7069,A,58296,41.64,1403,-104,NA,130,-1828,NA,-652,NA,-782
512543830,5125,GENUINE PARTS CO,40987,2019,12,2019,12/31/2019,INDL,5013,C,D,STD,USD,12,7938.616,4106.163,NA,NA,NA,14645.629,3674.707,276.992,13066.428,145.378,894.774,270.288,270.288,4522.397,NA,11,2293.519,621.085,621.085,3862.445,3831.183,6394.12,10950.129,621.085,297.869,892.01,-563.206,-385.962,1132.602,830.3,2290.752,3573.704,2635.155,19392.305,3674.707,209.215,95.711,4922.987,A,15443.5049,106.23,-116.145,-66.202,70.679,NA,85.104,-81.968,-273.251,NA,-154.941
512544196,5125,GENUINE PARTS CO,40987,2020,12,2020,12/31/2020,INDL,5013,C,D,STD,USD,12,7113.763,4128.084,NA,NA,NA,13440.215,3204.796,990.166,10829.097,144.354,431.27,272.842,272.842,3737.178,NA,11,1917.477,163.395,163.395,3415.734,3506.271,5894.084,10222.212,-29.102,153.502,2019.561,171.637,-1513.765,1035.272,379.368,2200.92,3599.015,1556.966,16537.433,3204.796,215.973,93.713,4400.222,A,14497.4722,100.43,957.514,58.462,89.35,NA,-51.909,-506.721,-634.465,NA,-50.019
523443830,5234,GOODYEAR TIRE & RUBBER CO,42582,2019,12,2019,12/31/2019,INDL,3011,C,D,STD,USD,12,5934,2908,0,NA,NA,17185,4351,974,10818,232.65,1109,780,795,6182,NA,14,565,-311,-297,702,2851,5287,12640,-311,770,1207,-800,-307,824,177,8063,18551,1941,14745,4351,474,385,2323,A,3618.8708,15.555,71,6,189,0,23,NA,-225,NA,-220
523444196,5234,GOODYEAR TIRE & RUBBER CO,42582,2020,12,2020,12/31/2020,INDL,3011,C,D,STD,USD,12,5620,2945,0,NA,NA,16506,3078,1624,9452,233.22,756,754,859,6466,NA,14,408,-1254,-1250,543,2153,5106,13247,-1254,647,1115,-667,203,-111,-1140,7924,18915,1691,12287,3078,110,365,2192,A,2544.4302,10.91,132,713,121,0,221,-182,-589,-174,-264
525643830,5256,GRAINGER (W W) INC,277135,2019,12,2019,12/31/2019,INDL,5000,C,D,STD,USD,12,3555,719,0,NA,NA,6005,1855,360,6939,53.688,359,228,229,2389,NA,11,429,849,895,733,1655,1678,3945,849,221,1042,-202,-1023,1388,1209,1623,3716,1425,11486,1855,314,88,2931,A,18174.4618,338.52,-42,-106,-52,NA,-55,NA,-126,-120,-6
525644196,5256,GRAINGER (W W) INC,277135,2020,12,2020,12/31/2020,INDL,5000,C,D,STD,USD,12,3919,779,0,NA,NA,6295,1828,585,7443,52.524,65,176,182,2616,NA,11,391,695,755,619,1733,1441,4202,695,197,1123,-179,-726,1327,947,1605,3747,1474,11797,1828,192,97,2851,A,21447.6502,408.34,-121,-158,95,NA,14,-58,-308,-119,-27
543943830,5439,HALLIBURTON CO,45012,2019,12,2019,12/31/2019,INDL,1389,C,D,STD,USD,12,11212,2432,33,NA,NA,25377,8012,2268,18498,878,238,1625,1625,11503,NA,11,2812,-1131,-1129,2812,3139,4878,17352,-1131,1530,2445,-1445,-695,2058,-1122,8364,20994,4577,22408,8012,7,592,227,A,21484.66,24.47,636,-202,-595,0,144,NA,-2506,NA,-2506
543944196,5439,HALLIBURTON CO,45012,2020,12,2020,12/31/2020,INDL,1389,C,D,STD,USD,12,9475,1573,0,NA,NA,20680,4974,2563,11842,885,970,1058,1058,10978,NA,11,2804,-2945,-2942,2804,2349,4421,15697,-2945,728,1881,-486,-1007,1363,-3220,5224,16263,3071,14445,4974,-278,543,182,A,16726.5,18.9,1394,340,-934,0,120,NA,-168,NA,NA
549243646,5492,L3HARRIS TECHNOLOGIES INC,202058,2019,06,2019,6/30/2019,INDL,3812,C,D,STD,USD,6,2578,525,0,NA,NA,10117,3363,530,4214,118.553,759,253,258,3419,NA,11,5340,953,953,6210,360,2268,6754,949,161,1185,-159,-781,1157,1113,894,2287,1264,6801,3363,160,169,1177,A,22421.9289,189.13,-34,-1,-84,NA,146,NA,-65,NA,NA
549244196,5492,L3HARRIS TECHNOLOGIES INC,202058,2020,12,2020,12/31/2020,INDL,3812,C,D,STD,USD,12,6667,1406,0,NA,NA,36960,20724,1276,11808,208.23,126,1047,1032,7766,NA,11,18876,1121,1088,26784,973,4240,16119,1119,368,2790,751,-3112,2174,1322,2868,4635,3781,18194,20724,234,270,3165,A,39359.6346,189.02,-366,60,235,NA,75,-480,-997,NA,NA
551843830,5518,HASBRO INC,46080,2019,12,2019,12/31/2019,INDL,3944,C,D,STD,USD,12,6747.521,343.927,NA,NA,NA,8855.628,2995.53,4605.887,2174.455,136.863,31.176,180.787,266.372,4190.512,NA,14,494.584,520.454,520.454,1140.889,446.105,1257.082,5860.098,520.454,133.636,653.061,-60.955,2810.573,669.828,594.21,382.248,915.782,1442.779,4720.227,2995.53,73.756,101.878,1695.157,A,14454.1014,105.61,-211.45,-4.631,62.277,NA,-49.827,NA,-35.295,NA,NA
551844196,5518,HASBRO INC,46080,2020,12,2020,12/31/2020,INDL,3944,C,D,STD,USD,12,3846.645,425.5,NA,NA,NA,10818.385,2896.689,1449.676,2555.696,137.307,484.211,264.975,652.031,5300.41,NA,14,3691.709,222.519,225.441,5222.544,395.633,2403.341,7857.222,222.519,125.754,976.34,-4500.231,405.949,728.85,322.062,489.041,1105.315,1676.144,5465.443,2896.689,96.621,201.13,1915.922,A,12843.6968,93.54,210.823,62.757,49.288,NA,-383,NA,-227.036,NA,-81.867
554343830,5543,WELLTOWER INC,766704,2019,12,2019,12/31/2019,INDL,6798,C,D,STD,USD,12,NA,0,0,NA,NA,33380.751,15540.444,385.766,3763.938,410.257,997.929,NA,1043.9,15388.765,NA,11,68.321,1232.432,1330.41,68.321,0,NA,16398.247,1232.432,0,1535.968,-2048.791,577.15,1273.253,1333.367,NA,NA,NA,5163.74,15540.444,2.957,570.831,126.549,A,33550.8175,81.78,NA,0,NA,0,-92.486,NA,-84.155,NA,NA
554344196,5543,WELLTOWER INC,766704,2020,12,2020,12/31/2020,INDL,6798,C,D,STD,USD,12,NA,101.592,0,NA,NA,32483.642,15972.719,2021.043,3866.304,417.401,451.038,NA,1051.65,14216.986,NA,11,68.321,978.844,1038.852,68.321,0,NA,15258.58,978.844,0,1364.756,2347.928,-2080.858,603.186,1048.82,NA,NA,NA,4597.884,15972.719,9.968,531.86,128.394,A,26972.4526,64.62,NA,0,NA,NA,-31.819,NA,-47.049,NA,NA
556843830,5568,KRAFT HEINZ CO,1637459,2019,12,2019,12/31/2019,INDL,2030,C,D,STD,USD,12,8097,4003,199,NA,NA,101450,51623,2280,15788,1221,1175,994,994,29839,NA,14,35546,1935,1933,84198,2721,7875,49701,1935,768,3552,1511,-3913,5090,2661,7597,10784,1973,24977,51623,728,1361,3105,A,39230.73,32.13,140,-277,-58,NA,-38,-1899,-1714,NA,-108
556844196,5568,KRAFT HEINZ CO,1637459,2020,12,2020,12/31/2020,INDL,2030,C,D,STD,USD,12,10822,4304,0,NA,NA,99830,50103,3417,16045,1223,371,969,969,28910,NA,14,33089,356,361,79756,2554,8061,49587,356,596,4929,-522,-3331,5564,1030,7438,11001,2063,26185,50103,669,1270,3607,A,42389.18,34.66,-26,-266,207,NA,532,-3399,-3577,NA,2
558143738,5581,HELMERICH & PAYNE,46765,2019,09,2019,9/30/2019,INDL,1381,C,D,STD,USD,9,1115.086,123.146,16.163,NA,NA,5839.515,4012.223,432.194,2014.913,108.438,0,562.803,564.535,479.356,NA,11,82.786,-32.51,-32.51,169.502,149.653,410.238,1827.292,-33.656,458.402,855.751,-422.636,-376.329,-12.269,-51.222,4502.084,9161.704,463.925,2787.33,4012.223,-18.712,23.488,221.883,A,4345.1107,40.07,70.323,1.821,31.74,NA,-8.355,NA,-8.54,NA,NA
558144104,5581,HELMERICH & PAYNE,46765,2020,09,2020,9/30/2020,INDL,1381,C,D,STD,USD,9,963.327,36.468,NA,NA,NA,4829.621,3318.514,622.796,1715.466,107.488,11.364,481.885,483.702,525.977,NA,11,45.653,-496.392,-496.392,126.68,104.18,219.136,1511.107,-494.497,140.795,538.881,-87.885,-297.22,-612.582,-636.498,3690.924,8530.783,152.616,1773.927,3318.514,-140.106,24.474,189.158,A,1574.6992,14.65,300.807,7.197,-147.828,NA,-0.459,-38.333,-12.217,NA,-16.047
559743830,5597,HERSHEY CO,47111,2019,12,2019,12/31/2019,INDL,2060,C,D,STD,USD,12,2117.102,550.828,402.16,NA,NA,8140.395,1739.222,493.262,4097.01,208.829,764.881,264.786,291.544,4447.575,NA,11,1985.955,1149.692,1146.752,3480.963,815.251,2008.793,6395.401,1149.692,318.192,1763.873,-780.48,-1081.455,1716.582,1380.784,2373.817,4955.081,568.509,7986.252,1739.222,234.032,157.707,1907.874,A,30693.6864,146.98,40.252,-21.194,41.101,-9.544,37.901,NA,-120.63,-112.485,-9.238
559744196,5597,HERSHEY CO,47111,2020,12,2020,12/31/2020,INDL,2060,C,D,STD,USD,12,2977.905,580.058,0,NA,NA,9131.845,2234.352,1143.987,4180.748,208.227,549.448,265.493,294.907,4747.033,NA,11,1988.215,1278.708,1275.413,3471.102,964.207,1891.745,6893.962,1278.708,441.626,1699.657,-531.28,-499.228,1823.764,1494.997,2509.523,5189.155,615.233,8149.719,2234.352,219.584,160.204,1879.714,A,31719.2189,152.33,-55.537,-151.918,41.47,-16.158,-9.505,NA,-41.066,-9.143,-28.363
560643769,5606,HP INC,47217,2019,10,2019,10/31/2019,INDL,3570,C,D,STD,USD,10,20177,14793,458,NA,NA,33467,-1193,4537,46963,1457.719,357,739,744,5087,NA,11,6372,3152,3152,7033,5734,25293,34660,3152,671,4654,-438,-4845,4187,2523,2794,7037,6031,58756,-1193,-629,242,6867,A,25320.579,17.37,-761,-68,-53,-851,1532,NA,-310,NA,-275
560644135,5606,HP INC,47217,2020,10,2020,10/31/2020,INDL,3570,C,D,STD,USD,10,20648,14704,0,NA,NA,34681,-2228,5138,45529,1303.927,949,786,789,7355,NA,11,6380,2844,2844,6920,5963,26220,36909,2844,580,4316,-1016,-2973,3940,3231,3734,8448,5381,56639,-2228,387,239,6384,A,23418.5289,17.96,575,-386,-35,-147,-673,NA,-732,NA,-462
564343830,5643,HILTON WORLDWIDE HOLDINGS,1585689,2019,12,2019,12/31/2019,INDL,7011,C,D,STD,USD,12,2093,303,0,NA,NA,14957,-482,630,7017,278.985,170,346,375,9163,NA,11,5159,881,886,11237,0,2871,15429,881,81,1384,-123,-1113,1579,1244,1247,1756,1261,9452,-482,358,414,510,A,30942.2264,110.91,-105,0,NA,NA,243,NA,-14,NA,-3
564344196,5643,HILTON WORLDWIDE HOLDINGS,1585689,2020,12,2020,12/31/2020,INDL,7011,C,D,STD,USD,12,4202,224,0,NA,NA,16755,-1490,3263,3724,277.591,226,331,360,11628,NA,11,5095,-715,-720,10918,0,2431,18241,-715,46,708,-107,2032,-119,-924,1118,1604,771,4307,-1490,-204,429,371,A,30884.7747,111.26,488,0,NA,NA,405,-104,-347,-154,-41
566743830,5667,HOLLYFRONTIER CORP,48039,2019,12,2019,12/31/2019,INDL,2911,C,D,STD,USD,12,3306.189,1215.555,662.665,NA,340.3,12164.841,5978.193,885.162,15183.323,161.847,145.982,509.925,509.925,2931.205,NA,11,2373.907,772.388,872.352,2747.414,1474.202,1685.928,5655.415,772.388,293.763,1548.611,-972.914,-848.255,1463.288,1171.504,5289.821,7704.406,879.685,17486.578,5978.193,299.152,145.821,330.042,A,8207.2614,50.71,-150.437,91.599,326.542,9.048,36.001,-152.712,-186.244,NA,NA
566744196,5667,HOLLYFRONTIER CORP,48039,2020,12,2020,12/31/2020,INDL,2911,C,D,STD,USD,12,3310.761,1000.959,0,NA,NA,11506.864,5168.361,1368.318,10463.048,162.414,143.753,518.712,520.912,3533.453,NA,11,2293.935,-601.448,-514.899,2628.737,1173.476,1375.156,5784.661,-601.448,330.16,457.931,-330.162,353.226,-109.723,-747.046,4923.687,7650.065,630.036,11183.643,5168.361,-232.147,130.627,311.606,A,4198.4019,25.85,254.684,230.142,-327.473,-25.897,-87.983,-81.867,-535.101,-197.392,-312.612
568043861,5680,HOME DEPOT INC,354950,2019,01,2020,1/31/2020,INDL,5211,C,D,STD,USD,1,19810,7787,0,NA,NA,51236,-3116,2133,72419,1077,3641,2223,2296,36403,NA,11,2254,11242,11242,2254,14531,18375,54352,11242,2678,13723,-2653,-10834,15843,14715,28365,50455,1070,110225,-3116,3473,1201,19740,A,245663.7,228.1,-170,-593,68,44,199,NA,0,NA,NA
568044227,5680,HOME DEPOT INC,354950,2020,01,2021,1/31/2021,INDL,5211,C,D,STD,USD,1,28477,11606,7780,NA,NA,70581,3299,7895,86960,1077,2244,2425,2519,43422,NA,11,7126,12866,12866,10738,16627,23166,67282,12866,2463,18839,-10170,-2983,20626,16978,30667,54763,1563,132110,3299,4112,1347,22099,A,291673.14,270.82,-465,-1657,5118,-149,745,NA,-2348,NA,NA
570943769,5709,HORMEL FOODS CORP,48465,2019,10,2019,10/31/2019,INDL,2011,C,D,STD,USD,10,2361.413,590.033,0,NA,NA,8109.004,5921.458,687.637,7447.901,534.489,0,164.768,165.209,250,NA,11,2481.645,978.806,979.148,3515.507,1042.362,1105.049,2183.469,978.806,293.838,922.996,220.153,-926.244,1140.595,1209.715,1629.111,3355.328,574.396,9497.317,5921.458,230.567,18.07,744.053,A,21855.2552,40.89,-11.146,-123.843,-44.109,NA,-36.45,NA,16.469,NA,NA
570944135,5709,HORMEL FOODS CORP,48465,2020,10,2020,10/31/2020,INDL,2011,C,D,STD,USD,10,3579.063,644.609,270.79,NA,NA,9908.282,6425.548,1731.646,7602.532,539.887,270.716,179.967,205.781,1358.777,NA,11,2612.726,908.082,908.354,3689.011,1072.762,1503.965,3477.956,908.082,367.501,1128.024,-656.316,566.172,1064.648,1114.747,1951.341,3820.574,702.419,9608.462,6425.548,206.393,21.069,761.315,A,26287.098,48.69,-119.516,-1.839,111.277,NA,-18.935,NA,0,NA,NA
574243830,5742,CENTERPOINT ENERGY INC,1130310,2019,12,2019,12/31/2019,INDL,4931,C,D,STD,USD,12,3847,1138,5991,NA,2729,35439,6619,1063,9537,502.242,889,1287,1340,NA,NA,11,5164,791,791,5485,546,3888,27080,791,2506,1638,-8421,2776,1477,929,21008,30748,1835,12301,8359,138,603,NA,A,13696.1393,27.27,226,-52,NA,NA,-729,-48,-251,NA,NA
574244196,5742,CENTERPOINT ENERGY INC,1130310,2020,12,2020,12/31/2020,INDL,4931,C,D,STD,USD,12,2920,853,0,NA,NA,33471,5985,1018,4986,551.356,1925,1189,1219,NA,NA,11,4697,-591,-591,4747,500,4825,25123,-773,2596,1995,-1265,-834,1243,-865,22393,32545,1181,7418,8348,-274,556,NA,A,11931.3438,21.64,90,9,NA,NA,48,-185,-1745,-1541,NA
578343830,5783,HUNT (JB) TRANSPRT SVCS INC,728535,2019,12,2019,12/31/2019,INDL,4213,C,D,STD,USD,12,1481.299,602.601,115.654,NA,NA,5470.854,2267.029,35,7641.358,106.213,44.4,499.145,499.145,1420.24,NA,14,96.326,516.32,516.32,202.832,21.106,1035.766,3203.825,516.32,854.115,1098.347,-803.962,-266.985,814.482,680.895,3746.366,5766.306,1011.829,9165.258,2267.029,164.575,54.684,210.273,A,12403.5541,116.78,50.31,NA,-165.415,NA,36.472,NA,-67.6,NA,NA
578344196,5783,HUNT (JB) TRANSPRT SVCS INC,728535,2020,12,2020,12/31/2020,INDL,4213,C,D,STD,USD,12,1842.117,587.51,12.136,NA,NA,5928.348,2600.138,313.302,8161.985,105.654,48.3,527.375,527.375,1440.924,NA,14,105.367,506.035,506.035,212.122,23.804,1084.803,3328.21,506.035,738.545,1122.859,-612.957,-231.6,738.008,666.025,3825.694,6045.51,1124.403,9636.573,2600.138,159.99,47.58,209.205,A,14437.6191,136.65,-109.758,NA,55.378,NA,39.813,NA,-20.5,NA,NA
578643830,5786,HUNTINGTON BANCSHARES,49196,2019,12,2019,12/31/2019,INDL,6020,C,D,STD,USD,12,NA,82347,0,NA,NA,109002,10592,1272,1275,1020.003,4909,386,386,NA,NA,14,1990,1411,1411,2465,888,NA,97207,1411,107,1574,-1877,-1199,2003,1659,973,NA,NA,5640,11795,248,NA,1976,A,15381.6452,15.08,NA,-214,NA,NA,-431,NA,15,NA,NA
578644196,5786,HUNTINGTON BANCSHARES,49196,2020,12,2020,12/31/2020,INDL,6020,C,D,STD,USD,12,NA,98948,0,NA,NA,123038,10802,6712,1471,1017.197,2057,367,367,NA,NA,14,1990,817,817,2418,1279,NA,110045,817,119,1323,-8639,12741,1365,972,956,NA,NA,5233,12993,155,NA,2030,A,12847.1981,12.63,NA,-534,NA,NA,-357,NA,-23,NA,NA
587843830,5878,ILLINOIS TOOL WORKS,49826,2019,12,2019,12/31/2019,INDL,3560,C,D,STD,USD,12,6253,472,4,NA,NA,15068,3026,1981,7920,319.8,55,426,426,7937,NA,11,4492,2521,2521,5343,1164,2154,12038,2521,326,2995,-183,-2326,3402,3288,1935,5433,2461,14109,3026,767,221,2361,A,57445.674,179.63,40,98,NA,NA,-110,NA,44,NA,-10.769
587844196,5878,ILLINOIS TOOL WORKS,49826,2020,12,2020,12/31/2020,INDL,3560,C,D,STD,USD,12,6523,534,0,NA,NA,15612,3181,2564,7102,316.7,405,427,427,8310,NA,11,4690,2109,2109,5471,1189,2589,12430,2109,236,2807,-214,-2049,2882,2704,1993,5809,2506,12574,3181,595,206,2163,A,64568.796,203.88,95,43,NA,NA,112,NA,0,NA,NA
595943830,5959,TRANE TECHNOLOGIES PLC,1466258,2019,12,2019,12/31/2019,INDL,3585,C,D,STD,USD,12,6217.2,1809.2,NA,NA,NA,20492.3,7267.6,1303.6,10967.9,238.305,822.5,392.5,397.4,6139.8,NA,11,6783.1,1370.3,1387.9,10931.9,1712.2,4861.9,13179.9,1410.9,254.1,1919.5,-1780,270.5,2235.5,1741.6,2366.2,4599.7,2798.1,16598.9,7267.6,353.7,243,3003,A,31675.5006,132.92,-53.2,18.4,80.6,0,-105.4,NA,-217.9,NA,-186.6
595944196,5959,TRANE TECHNOLOGIES PLC,1466258,2020,12,2020,12/31/2020,INDL,3585,C,D,STD,USD,12,6905.6,1520.2,NA,NA,NA,18156.7,6407.7,3289.9,8338.7,238.808,914.4,288.5,294.3,5687.4,NA,11,5342.8,977.2,991.4,8629.2,1189.2,4338.9,11729.6,854.9,146.2,1435,-376.2,884.3,1640.6,1288.2,1758.5,3513.7,2202.1,12454.7,6407.7,296.8,248.7,2186.9,A,34665.3693,145.16,5.9,109,75.8,0,153,NA,-87.1,NA,-107.8
600843830,6008,INTEL CORP,50863,2019,12,2019,12/31/2019,INDL,3674,C,D,STD,USD,12,31239,4128,1958,NA,NA,136524,77504,13123,19199,4290,3868,10826,10826,29551,NA,14,26276,21048,21048,37103,8744,22310,58865,21048,16213,33145,-14405,-17565,22428,24058,56014,129335,7659,71965,77659,3010,961,19512,A,256756.5,59.85,-935,-1481,787,NA,2777,NA,404,NA,-393
600844196,6008,INTEL CORP,50863,2020,12,2020,12/31/2020,INDL,3674,C,D,STD,USD,12,47249,5581,837,NA,NA,153091,81038,23895,22221,4062,2677,12239,12239,36928,NA,14,26971,20899,20899,35997,8427,24754,72053,20899,14259,35384,-20796,-12917,23876,25078,57188,134833,6782,77867,81038,4179,967,19531,A,202368.84,49.82,883,-687,875,NA,1108,NA,-198,NA,-198
606643830,6066,INTL BUSINESS MACHINES CORP,51143,2019,12,2019,12/31/2019,INDL,7370,C,D,STD,USD,12,38420,4896,32630,1769,945,152186,20841,9009,34743,887.11,10177,6059,6059,66883,NA,11,58222,9435,9410,73457,1619,37701,131201,9431,2286,14770,-26936,9042,10849,10141,15006,37024,22554,77147,20841,731,1729,25496,A,118908.2244,134.04,502,67,-503,NA,1158,NA,411,NA,NA
606644196,6066,INTL BUSINESS MACHINES CORP,51143,2020,12,2020,12/31/2020,INDL,7370,C,D,STD,USD,12,39165,4908,336,NA,NA,155971,20597,14275,32025,892.653,8540,6695,6695,66339,NA,11,59617,5501,5479,73413,1839,39869,135244,5590,2618,18197,-3028,-9721,8689,4615,14726,37862,18521,73620,20597,-864,1745,26211,A,112367.1596,125.88,5296,-209,138,NA,3023,NA,-1397,NA,-2040
